sku,width,height,depth,keyword,match_confidence,notes,supplier_sources
WDC2412,24,12,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2412GD,24,12,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2415,24,15,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2415MD,24,15,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2418,24,18,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2418GD,24,18,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2430,24,30,12,CORNER,92%,2 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI
WDC2430-F,,30,,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2430-PCG,24,30,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,GHI
WDC243015,24,30,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2430GD,24,30,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2436,24,36,12,CORNER,92%,2 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI
WDC2436-F,,36,,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2436-PCG,24,36,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,GHI
WDC243615,24,36,15,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2436GD,24,36,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2440,24,40,12,CORNER,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WDC2442,24,42,12,CORNER,85%,1 supplier confirms W+H+D+keyword,GHI
WDC2442-F,,42,,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2442-PCG,24,42,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,GHI
WDC244215,24,42,15,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2442GD,24,42,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2515GD,25,15,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2518,25,18,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2530,25,30,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2536,25,36,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2536GD,25,36,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2542,25,42,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2542GD,25,42,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2730,27,30,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2736,27,36,15,CORNER,85%,1 supplier confirms W+H+D+keyword,GHI
WDC2736-PCG,27,36,15,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,GHI
WDC2740,27,40,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC2742,27,42,15,CORNER,85%,1 supplier confirms W+H+D+keyword,GHI
WDC2742-PCG,27,42,15,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,GHI
WDC3030,30,30,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC3036,30,36,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC3042,30,42,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC3630,36,30,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC3636,36,36,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDC3642,36,42,12,WALL_DIAGONAL_CORNER,80%,human-confirmed: wall diagonal corner cabinet,
WDCG2412,,,,WALL_DIAGONAL_CORNER_GLASS,80%,human-confirmed: wall diagonal corner glass door version,
WDCG2430,,,,WALL_DIAGONAL_CORNER_GLASS,80%,human-confirmed: wall diagonal corner glass door version,
WDCG243012,,,,WALL_DIAGONAL_CORNER_GLASS,80%,human-confirmed: wall diagonal corner glass door version,
WDCG2436,,,,WALL_DIAGONAL_CORNER_GLASS,80%,human-confirmed: wall diagonal corner glass door version,
WDCG243612,,,,WALL_DIAGONAL_CORNER_GLASS,80%,human-confirmed: wall diagonal corner glass door version,
WDCG2442,,,,WALL_DIAGONAL_CORNER_GLASS,80%,human-confirmed: wall diagonal corner glass door version,
WDCG244212,,,,WALL_DIAGONAL_CORNER_GLASS,80%,human-confirmed: wall diagonal corner glass door version,
WDCG2515,,,,WALL_DIAGONAL_CORNER_GLASS,80%,human-confirmed: wall diagonal corner glass door version,
WDCG2536,,,,WALL_DIAGONAL_CORNER_GLASS,80%,human-confirmed: wall diagonal corner glass door version,
WDCG2542,,,,WALL_DIAGONAL_CORNER_GLASS,80%,human-confirmed: wall diagonal corner glass door version,
WDD1212,12,12,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD1218,12,18,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD1230,12,30,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD1236,12,36,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD1240,12,40,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD1242,12,42,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD1315,13,15,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD1318,13,18,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD1330,13,30,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD1336,13,36,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD1342,13,42,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD15,15,12,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD18,18,12,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD2412,24,12,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD2418,24,18,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD2515,25,15,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD2518,25,18,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD30,,30,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD36,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDD42,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (wall dec door),
WDEP30,12.75,29,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WDEP36,12.75,35,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WDEP42,12.75,41,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WDP2490,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (deco door),
WDP249027,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (deco door),
WDP2496,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (deco door),
WDP249627,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (deco door),
WDP30,0.75,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WDP3090,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (deco door),
WDP309027,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (deco door),
WDP3096,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (deco door),
WDP309627,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door (deco door),
WDP36,0.75,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WDP40,0.75,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WEC1230,,,,WALL_END,80%,pattern-matched: WEC* → WALL_END,
WEC1236,,,,WALL_END,80%,pattern-matched: WEC* → WALL_END,
WEC1242,,,,WALL_END,80%,pattern-matched: WEC* → WALL_END,
WEOS0930,,,,WALL_END,80%,pattern-matched: WEOS* → WALL_END,
WEOS0936,,,,WALL_END,80%,pattern-matched: WEOS* → WALL_END,
WEOS0942,,,,WALL_END,80%,pattern-matched: WEOS* → WALL_END,
WEP1242,,,,WALL_END,80%,pattern-matched: WEP* → WALL_END,
WEP12X42,12,42,0.1875,WALL_END,85%,1 supplier confirms W+H+D+keyword,GHI
WEP12X42-LW,12,42,0.1875,WALL_END,85%,1 supplier confirms W+H+D+keyword,GHI
WEP12X42-PCG,12,42,0.1875,WALL_END,85%,1 supplier confirms W+H+D+keyword,GHI
WEP1330,12.75,30,0.75,WALL_END,80%,pattern-matched: WEP* → WALL_END,
WEP1336,12.75,36,0.75,WALL_END,80%,pattern-matched: WEP* → WALL_END,
WEP1342,12.75,42,0.75,WALL_END,80%,pattern-matched: WEP* → WALL_END,
WEP1366,12.75,66,0.75,WALL_END,80%,pattern-matched: WEP* → WALL_END,
WEP1396,12.75,96,0.75,WALL_END,80%,pattern-matched: WEP* → WALL_END,
WER2412,,,,WALL_END,80%,pattern-matched: WER* → WALL_END,
WER2412GD,24,12,,WALL,55%,W only confirmed,LOVE_MILESTONE
WER2415GD,24,15,,WALL,55%,W only confirmed,LOVE_MILESTONE
WER2418,,,,WALL_END,80%,pattern-matched: WER* → WALL_END,
WER2418GD,24,18,,WALL,55%,W only confirmed,LOVE_MILESTONE
WER2430,24,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WER2436,24,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WER2440,,,,WALL_END,80%,pattern-matched: WER* → WALL_END,
WER2442,24,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WER2515GD,,,,WALL_END,80%,pattern-matched: WER* → WALL_END,
WER2518,,,,WALL_END,80%,pattern-matched: WER* → WALL_END,
WER2536,,,,WALL_END,80%,pattern-matched: WER* → WALL_END,
WER2542,,,,WALL_END,80%,pattern-matched: WER* → WALL_END,
WES0640,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES0930,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES0930L/R,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES0936,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES0936L/R,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES0942,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES0942 L/R,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES0942L/R,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES1230,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES1230K,12,30,12,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES1236,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES1236K,12,36,12,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES1242,,,,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WES1242K,12,42,12,WALL_END_SHELF,80%,human-confirmed: wall end shelf,
WF330,3,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WF336,3,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WF340,3,40,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WF342,3,42,0.75,WALL_FILLER,80%,human-confirmed: wall filler,
WF390,,,,WALL_FILLER,80%,human-confirmed: wall filler,
WF396,,,,WALL_FILLER,80%,human-confirmed: wall filler,
WF630,6,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WF636,,,,WALL_FILLER,80%,human-confirmed: wall filler,
WF640,6,40,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WF642,6,42,0.75,WALL_FILLER,80%,human-confirmed: wall filler,
WF696,,,,WALL_FILLER,80%,human-confirmed: wall filler,
WFD1212,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD1218,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD1230,12,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WFD1236,12,36,0.75,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,CABINET_STONE
WFD1240,12,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WFD1242,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD1315,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD1318,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD1330,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD1336,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD1342,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD1530,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD2412,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD2418,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD2515,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFD2518,,,,WALL_DECORATIVE_DOOR,80%,human-confirmed: wall decorative door,
WFP30,0.75,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WFP36,0.75,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WFP40,0.75,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WG1230,,,,WALL,80%,pattern-matched: WG* → WALL,
WG1236,,,,WALL,80%,pattern-matched: WG* → WALL,
WG1242,,,,WALL,80%,pattern-matched: WG* → WALL,
WG1530,,,,WALL,80%,pattern-matched: WG* → WALL,
WG1536,,,,WALL,80%,pattern-matched: WG* → WALL,
WG1542,,,,WALL,80%,pattern-matched: WG* → WALL,
WG1830,,,,WALL,80%,pattern-matched: WG* → WALL,
WG1836,,,,WALL,80%,pattern-matched: WG* → WALL,
WG1842,,,,WALL,80%,pattern-matched: WG* → WALL,
WM1836,18,36,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM2415,24,15,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM2730,27,30,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM273012,,,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM2736,27,36,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM273612,,,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM2742,27,42,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM274212,,,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM3030,30,30,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM303012,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM303021,,,21,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM303024,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM303025,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM3036,30,36,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM303612,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM303621,,,21,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM303624,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM303625,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM304212,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM304221,,,21,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM304224,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM3630,36,30,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WM3636,36,36,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WMC2730,27,30,12,WALL_MICROWAVE,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WMC2736,27,36,12,WALL_MICROWAVE,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
WMC2740,27,40,12,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,CABINET_STONE
WMC2742,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WMC3018,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WMC3030,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WMC3036,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WMC3042,,,,WALL_MICROWAVE,80%,human-confirmed: wall microwave cabinet,
WMD0915,09,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1215,12,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1218,12,18,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1230,12,30,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1236,12,36,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1242,12,42,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1515,15,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1518,15,18,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1530,15,30,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1536,15,36,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1542,15,42,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1815,18,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1818,18,18,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1830,18,30,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1836,18,36,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1836 Blue Shaker,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1836 Cream White,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1836 Elegant White,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1836 Natural Wood,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD1842,18,42,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2115,21,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2118,21,18,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2130,21,30,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2136,21,36,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2142,21,42,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2415,24,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2415-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2418-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2430-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD24302,24,30,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2436-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD24362,24,36,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2442-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD24422,24,42,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2715,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2715-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD27152,27,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2718-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD27182,27,18,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2730-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2736-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD27362,27,36,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD2742-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD27422,27,42,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3015,30,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3015-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3018-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3030,30,30,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3030-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3036,30,36,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3036-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3042,30,42,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3042-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3315,33,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3315-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3318-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD33182,33,18,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3330-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD33302,33,30,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3336-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD33362,33,36,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3342,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3342-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD33422,33,42,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3615,36,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3615-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3618-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD36182,36,18,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3624-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD36242,36,24,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3630,36,30,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3630-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3636-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3642,36,42,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3642-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3915,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3915-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD39152,39,15,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3918-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD39182,39,18,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3930-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD39302,39,30,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3936-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD39362,39,36,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD3942-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD39422,39,42,12,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMD4236-2,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMDC2415,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMDC2430,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMDC2436,,,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
WMDC243615,24,36,,WALL_MULLION_DOOR,80%,human-confirmed: wall mullion door,
